Id,SalePrice
2038,323260.8
2039,226875.7
2040,424497.1
2041,297450.78
2042,205984.89
2043,170514.5
2044,173216.81
2045,245581.34
2046,120794.195
2047,150460.58
2048,141307.11
2049,132187.66
2050,175408.48
2051,108715.82
2052,140639.97
2053,146545.2
2054,92580.54
2055,149283.61
2056,130070.36
2057,122840.93
2058,231356.97
2059,121523.54
2060,166570.47
2061,179871.66
2062,130057.445
2063,121231.984
2064,145750.97
2065,123978.72
2066,163475.67
2067,106032.65
2068,120370.555
2069,75075.48
2070,107156.15
2071,86258.96
2072,135608.02
2073,129396.91
2074,184060.97
2075,154209.03
2076,124952.695
2077,154562.75
2078,128504.66
2079,120419.45
2080,119533.66
2081,124412.89
2082,122781.33
2083,140832.94
2084,114582.695
2085,132053.11
2086,117174.47
2087,115540.96
2088,98395.93
2089,88020.28
2090,122412.9
2091,128863.38
2092,146510.34
2093,123476.96
2094,126387.11
2095,144388.19
2096,85175.38
2097,88226.734
2098,157503.36
2099,49782.203
2100,95696.26
2101,117166.1
2102,127002.445
2103,106392.73
2104,117926.18
2105,138785.06
2106,74620.19
2107,239449.48
2108,115719.28
2109,119357.74
2110,122500.34
2111,145107.12
2112,150109.3
2113,126859.02
2114,99142.8
2115,152627.38
2116,120508.07
2117,162446.6
2118,123098.86
2119,104260.17
2120,119986.38
2121,117372.516
2122,109225.96
2123,84576.85
2124,154602.52
2125,137885.28
2126,145472.2
2127,152451.02
2128,135904.14
2129,107137.54
2130,149882.08
2131,156851.7
2132,112549.68
2133,109779.766
2134,115311.664
2135,100946.7
2136,67165.086
2137,100970.46
2138,124878.49
2139,151781.97
2140,142107.98
2141,137415.81
2142,127681.55
2143,135360.72
2144,97377.195
2145,144017.98
2146,142694.11
2147,143750.02
2148,126876.45
2149,148243.72
2150,226042.64
2151,118756.7
2152,177824.5
2153,167595.78
2154,113483.625
2155,140649.19
2156,219409.03
2157,257473.31
2158,248171.2
2159,222180.55
2160,179997.53
2161,250471.02
2162,468976.34
2163,336488.88
2164,251212.98
2165,215160.5
2166,152529.05
2167,203520.58
2168,207984.4
2169,198092.39
2170,224516.05
2171,140643.67
2172,135722.39
2173,149642.7
2174,244762.67
2175,298084.2
2176,328372.9
2177,245840.38
2178,211393.6
2179,140883.1
2180,211378.81
2181,185891.19
2182,222968.83
2183,194877.38
2184,127107.74
2185,108575.13
2186,145673.03
2187,148563.34
2188,156480.4
2189,207895.89
2190,81753.25
2191,87754.445
2192,109286.8
2193,87485.71
2194,101566.266
2195,107898.18
2196,101323.52
2197,118186.32
2198,167799.3
2199,155292.34
2200,138135.97
2201,139136.33
2202,209935.5
2203,183914.5
2204,186245.17
2205,121361.43
2206,154993.16
2207,236741.72
2208,255084.97
2209,213917.03
2210,131205.88
2211,114962.336
2212,115738.49
2213,108664.82
2214,142907.25
2215,107297.84
2216,131902.48
2217,68969.33
2218,70693.484
2219,58280.227
2220,57425.39
2221,306470.75
2222,290970.47
2223,251819.77
2224,212884.42
2225,117244.33
2226,172253.34
2227,208282.95
2228,273330.47
2229,237221.06
2230,168551.9
2231,201994.4
2232,164306.3
2233,183844.08
2234,273201.97
2235,207129.75
2236,273466.0
2237,358594.44
2238,201741.23
2239,99403.664
2240,162655.89
2241,146556.42
2242,133341.03
2243,119869.9
2244,101049.91
2245,89042.89
2246,149399.5
2247,115806.6
2248,130247.67
2249,124404.586
2250,130506.28
2251,120376.68
2252,171716.16
2253,159287.84
2254,182077.34
2255,189575.48
2256,185389.25
2257,184457.94
2258,171603.62
2259,182173.45
2260,149598.47
2261,175041.61
2262,192569.89
2263,333247.34
2264,481308.28
2265,184523.61
2266,308048.47
2267,379578.7
2268,442214.9
2269,150438.92
2270,197421.84
2271,260070.56
2272,206438.48
2273,166366.22
2274,181905.69
2275,157209.75
2276,186825.8
2277,190308.14
2278,162046.48
2279,124686.94
2280,126417.37
2281,182033.45
2282,189614.83
2283,93059.71
2284,106497.9
2285,152127.16
2286,124812.16
2287,347666.06
2288,267587.5
2289,352441.22
2290,449946.2
2291,328480.9
2292,441382.75
2293,511999.88
2294,453173.72
2295,472421.3
2296,314674.38
2297,303756.6
2298,336510.44
2299,411050.6
2300,354645.75
2301,285924.1
2302,247187.45
2303,231336.02
2304,244422.02
2305,182665.88
2306,181484.23
2307,190520.94
2308,210444.81
2309,301931.8
2310,228288.55
2311,176857.56
2312,172108.7
2313,172078.38
2314,170072.45
2315,166812.98
2316,183020.12
2317,186176.89
2318,173488.67
2319,178763.73
2320,204010.05
2321,251783.31
2322,161045.55
2323,187670.78
2324,173713.66
2325,216533.98
2326,169962.28
2327,221214.53
2328,232139.34
2329,189641.84
2330,176443.02
2331,368234.8
2332,420751.66
2333,326562.94
2334,254396.11
2335,284584.4
2336,325890.25
2337,215112.31
2338,293080.34
2339,209217.75
2340,379544.56
2341,209864.73
2342,240373.66
2343,228553.95
2344,245914.67
2345,242491.05
2346,230596.56
2347,189211.08
2348,251135.39
2349,148279.11
2350,270044.66
2351,256397.0
2352,243965.28
2353,241175.36
2354,137965.19
2355,152101.08
2356,150951.44
2357,195749.78
2358,206459.6
2359,118998.59
2360,119143.805
2361,137413.97
2362,288270.28
2363,143913.44
2364,157245.72
2365,214161.42
2366,182531.02
2367,211578.69
2368,198672.05
2369,214129.69
2370,178546.62
2371,171391.7
2372,177154.31
2373,311059.44
2374,333820.5
2375,262600.44
2376,274284.72
2377,362623.7
2378,134792.05
2379,175374.56
2380,147477.44
2381,150237.11
2382,201231.94
2383,210018.92
2384,251022.73
2385,154419.88
2386,133358.11
2387,131595.31
2388,94502.445
2389,118234.76
2390,132214.17
2391,133428.11
2392,119172.59
2393,160374.03
2394,148532.1
2395,203252.23
2396,144530.98
2397,219201.08
2398,131487.05
2399,47256.996
2400,53447.29
2401,120847.88
2402,143200.14
2403,149194.39
2404,132604.86
2405,162775.81
2406,147722.47
2407,132132.28
2408,142166.17
2409,137836.47
2410,173611.52
2411,119246.14
2412,149059.61
2413,136811.77
2414,139251.42
2415,116861.99
2416,132331.23
2417,133989.34
2418,125620.68
2419,125139.46
2420,122852.195
2421,149923.31
2422,124368.36
2423,140629.45
2424,159144.81
2425,179065.0
2426,124100.05
2427,127394.07
2428,165547.48
2429,119426.7
2430,128162.875
2431,117050.76
2432,144513.38
2433,146832.75
2434,127578.63
2435,149230.17
2436,112377.14
2437,109165.41
2438,122273.375
2439,97170.37
2440,123783.52
2441,101880.5
2442,101244.0
2443,115011.45
2444,125088.555
2445,77377.37
2446,148432.98
2447,211761.03
2448,142700.86
2449,112043.055
2450,149893.78
2451,126982.14
2452,209542.75
2453,98612.59
2454,126601.18
2455,105726.35
2456,149592.2
2457,126884.625
2458,117479.88
2459,114097.78
2460,144479.2
2461,126896.5
2462,137650.05
2463,129413.33
2464,166569.52
2465,128637.52
2466,126337.39
2467,174978.58
2468,76712.164
2469,77067.4
2470,167218.47
2471,191802.97
2472,180970.45
2473,120696.266
2474,102658.09
2475,234747.48
2476,109092.984
2477,127364.86
2478,161715.31
2479,101017.875
2480,137607.88
2481,132385.8
2482,136670.48
2483,113520.52
2484,129630.664
2485,125038.52
2486,149150.81
2487,158571.77
2488,161300.17
2489,153617.03
2490,168570.45
2491,67960.11
2492,193827.66
2493,137846.52
2494,173470.14
2495,85196.04
2496,235878.05
2497,142149.77
2498,111770.62
2499,96439.54
2500,127786.34
2501,127281.34
2502,150843.25
2503,84456.06
2504,185757.92
2505,230506.81
2506,264807.06
2507,330044.25
2508,263989.6
2509,217289.81
2510,220116.27
2511,179314.73
2512,223743.08
2513,210573.75
2514,230484.42
2515,152972.86
2516,158899.1
2517,140903.3
2518,145908.9
2519,221831.53
2520,208415.34
2521,183043.48
2522,234443.44
2523,111127.445
2524,137824.6
2525,148928.36
2526,138518.4
2527,123873.836
2528,118703.164
2529,128438.164
2530,111351.484
2531,249828.95
2532,217304.8
2533,204759.03
2534,235695.48
2535,342339.34
2536,231364.44
2537,217201.17
2538,186518.92
2539,190196.88
2540,174937.58
2541,180867.84
2542,154316.97
2543,119057.4
2544,130527.766
2545,130435.17
2546,136868.98
2547,136472.81
2548,145682.78
2549,161797.17
2550,323149.47
2551,145276.45
2552,120076.234
2553,85385.88
2554,119883.53
2555,119339.73
2556,92653.59
2557,111416.88
2558,161090.95
2559,132841.19
2560,142622.66
2561,142326.89
2562,143085.67
2563,161398.1
2564,189411.0
2565,129577.805
2566,169240.67
2567,134870.64
2568,210212.3
2569,179021.6
2570,128383.33
2571,160228.75
2572,187426.17
2573,211709.45
2574,301930.47
2575,129274.45
2576,129095.43
2577,182575.8
2578,86246.83
2579,70431.31
2580,112216.945
2581,117609.195
2582,99087.516
2583,273591.7
2584,157041.38
2585,183805.78
2586,197552.25
2587,181560.86
2588,164644.75
2589,147439.78
2590,223162.0
2591,202402.38
2592,218107.73
2593,256705.42
2594,183517.73
2595,206832.45
2596,306572.16
2597,171562.34
2598,280370.66
2599,326531.84
2600,164704.06
2601,132079.98
2602,79903.695
2603,83926.21
2604,83459.71
2605,64186.61
2606,144924.8
2607,170994.25
2608,205425.06
2609,161194.33
2610,116151.46
2611,135136.78
2612,153715.97
2613,129943.59
2614,129443.734
2615,164540.44
2616,144312.1
2617,171461.0
2618,190157.8
2619,216542.22
2620,194126.84
2621,170393.56
2622,178707.77
2623,213121.7
2624,298802.7
2625,297644.53
2626,166951.31
2627,167450.06
2628,481755.47
2629,589253.0
2630,383044.03
2631,445464.56
2632,476799.16
2633,310119.78
2634,382914.9
2635,158603.42
2636,179128.7
2637,164880.62
2638,258742.31
2639,196677.92
2640,157249.58
2641,100587.93
2642,193434.5
2643,106285.98
2644,114093.81
2645,98864.82
2646,90659.83
2647,94912.734
2648,140308.58
2649,144505.23
2650,154237.5
2651,146585.97
2652,449017.25
2653,250371.44
2654,253145.6
2655,337363.0
2656,332463.53
2657,363539.7
2658,297694.6
2659,304914.9
2660,326289.34
2661,312869.84
2662,290358.88
2663,282274.66
2664,305684.25
2665,309318.78
2666,284934.56
2667,167854.6
2668,192380.75
2669,182415.02
2670,278742.06
2671,186648.25
2672,186238.27
2673,200468.06
2674,205508.28
2675,170754.84
2676,183496.81
2677,201191.61
2678,244528.27
2679,274440.16
2680,271502.7
2681,423466.25
2682,332049.9
2683,488968.88
2684,318301.34
2685,371758.7
2686,243588.06
2687,350046.62
2688,212301.86
2689,222602.36
2690,509867.4
2691,171189.47
2692,134676.88
2693,187006.61
2694,141092.2
2695,190257.89
2696,191499.28
2697,193913.5
2698,188930.02
2699,181784.81
2700,160774.23
2701,137617.66
2702,105129.305
2703,130828.914
2704,143372.56
2705,119731.53
2706,123951.69
2707,126240.56
2708,142186.95
2709,117903.375
2710,127250.58
2711,301781.12
2712,381562.38
2713,173037.34
2714,147399.98
2715,166477.5
2716,154338.69
2717,181586.27
2718,236709.84
2719,159561.28
2720,165310.94
2721,137552.62
2722,157860.67
2723,156227.67
2724,135326.69
2725,127219.766
2726,151017.36
2727,179945.84
2728,196071.73
2729,135455.03
2730,145755.62
2731,126163.48
2732,119779.15
2733,165718.58
2734,136308.55
2735,127340.39
2736,140545.25
2737,127293.63
2738,131348.27
2739,154657.12
2740,142018.9
2741,150904.75
2742,152874.58
2743,147494.34
2744,162027.36
2745,139928.08
2746,139953.11
2747,161303.44
2748,130298.695
2749,127172.375
2750,138859.89
2751,145380.67
2752,205913.66
2753,162250.14
2754,231629.06
2755,124622.195
2756,83096.016
2757,84460.56
2758,90363.61
2759,161172.12
2760,132206.08
2761,139082.12
2762,141303.47
2763,190230.22
2764,159906.08
2765,256045.08
2766,143700.44
2767,91771.664
2768,127434.07
2769,120442.71
2770,141651.62
2771,111763.58
2772,120724.95
2773,166541.38
2774,131790.11
2775,130928.56
2776,149192.47
2777,149209.97
2778,133748.84
2779,119055.0
2780,94840.35
2781,97134.2
2782,96735.516
2783,104362.07
2784,132012.33
2785,136675.31
2786,65046.258
2787,115782.34
2788,78294.81
2789,199595.4
2790,88947.37
2791,110731.46
2792,44406.86
2793,191795.39
2794,102551.35
2795,120438.016
2796,93817.734
2797,220901.08
2798,143918.1
2799,117510.07
2800,61081.34
2801,103364.17
2802,133469.98
2803,139312.28
2804,136486.84
2805,85113.29
2806,82191.875
2807,150724.3
2808,145125.44
2809,140331.7
2810,136540.62
2811,178183.77
2812,149255.78
2813,144606.39
2814,147499.25
2815,99746.55
2816,266180.9
2817,126836.305
2818,129492.01
2819,186435.11
2820,124369.195
2821,93376.78
2822,199114.89
2823,239455.02
2824,186751.75
2825,161205.81
2826,135038.19
2827,135321.95
2828,206851.23
2829,186152.42
2830,223447.3
2831,177585.98
2832,241821.38
2833,310266.72
2834,204658.0
2835,226999.67
2836,193464.31
2837,164340.83
2838,148028.5
2839,176427.69
2840,190854.2
2841,213455.31
2842,229444.84
2843,162747.5
2844,156604.1
2845,121688.414
2846,216450.25
2847,205074.23
2848,209056.28
2849,204707.98
2850,267893.38
2851,230942.08
2852,222684.33
2853,239377.14
2854,147254.89
2855,206861.78
2856,207595.61
2857,189438.73
2858,200196.94
2859,132401.58
2860,121155.43
2861,129619.03
2862,186411.31
2863,120595.195
2864,256243.9
2865,140571.56
2866,130000.125
2867,90323.61
2868,100132.24
2869,120346.75
2870,146084.94
2871,84702.46
2872,58148.367
2873,115400.27
2874,139863.64
2875,123358.79
2876,154861.28
2877,149260.05
2878,176266.72
2879,142350.23
2880,98580.47
2881,165369.62
2882,191987.56
2883,175980.22
2884,188623.62
2885,216495.27
2886,209411.1
2887,98802.77
2888,126439.96
2889,47369.367
2890,91725.94
2891,128395.01
2892,44069.676
2893,111186.37
2894,46274.195
2895,320004.25
2896,277541.75
2897,194144.27
2898,154324.34
2899,230432.16
2900,170816.9
2901,181228.36
2902,189415.58
2903,368142.47
2904,331625.6
2905,92044.63
2906,198258.38
2907,119484.44
2908,134980.33
2909,144828.34
2910,73968.09
2911,79185.33
2912,148638.81
2913,84890.164
2914,74481.39
2915,74238.99
2916,79072.68
2917,165685.58
2918,115600.84
2919,196687.48
